head := query_10Centriod
0-th query  distance:=60440
2611-th query  distance:=53824.8
2612-th query  distance:=36422.6
2613-th query  distance:=57549.9
2614-th query  distance:=46780.1
2615-th query  distance:=16278.2
2616-th query  distance:=40853.8
2617-th query  distance:=43097.5
2618-th query  distance:=23526.2
2619-th query  distance:=52558.1
2620-th query  distance:=40361.4
2621-th query  distance:=38968.8
2622-th query  distance:=42147.9
2623-th query  distance:=32965.6
2624-th query  distance:=31458.3
2625-th query  distance:=39878.8
2626-th query  distance:=27719.6
2627-th query  distance:=43225.5
2628-th query  distance:=16318.8
2629-th query  distance:=30845.2
2630-th query  distance:=54418.7
2631-th query  distance:=49287.9
2632-th query  distance:=54797.9
2633-th query  distance:=83491.8
2634-th query  distance:=55157.2
2635-th query  distance:=39709.4
2636-th query  distance:=31574.5
2637-th query  distance:=18947.9
2638-th query  distance:=46719.8
2639-th query  distance:=75123.5
2640-th query  distance:=47755.8
2641-th query  distance:=36773.1
2642-th query  distance:=49097.3
2643-th query  distance:=51325.6
2644-th query  distance:=12259.5
2645-th query  distance:=45497.4
2646-th query  distance:=19391.9
2647-th query  distance:=44428.8
2648-th query  distance:=33138
2649-th query  distance:=22997.2
2650-th query  distance:=25464.2
2651-th query  distance:=45998.4
2652-th query  distance:=56563.6
2653-th query  distance:=24540.1
2654-th query  distance:=60074.2
2655-th query  distance:=17270.7
2656-th query  distance:=11239.1
2657-th query  distance:=58845.2
2658-th query  distance:=39523.3
2659-th query  distance:=47827.2
2660-th query  distance:=36308.4
2661-th query  distance:=67217.1
2662-th query  distance:=49921.9
2663-th query  distance:=28436.5
2664-th query  distance:=43017.9
2665-th query  distance:=23063.6
2666-th query  distance:=31460.9
2667-th query  distance:=79922.5
2668-th query  distance:=57064.7
2669-th query  distance:=43297.9
2670-th query  distance:=21980.3
2671-th query  distance:=59328.4
2672-th query  distance:=24768.6
2673-th query  distance:=53174
2674-th query  distance:=53443.8
2675-th query  distance:=34666.2
2676-th query  distance:=33447.6
2677-th query  distance:=47464.4
2678-th query  distance:=24944.9
2679-th query  distance:=16940.7
2680-th query  distance:=50557.5
2681-th query  distance:=48258.2
2682-th query  distance:=70668.1
2683-th query  distance:=55765
2684-th query  distance:=59775.6
2685-th query  distance:=22752.1
2686-th query  distance:=55821.2
2687-th query  distance:=49275.6
2688-th query  distance:=47209.5
2689-th query  distance:=30152.8
2690-th query  distance:=30081
2691-th query  distance:=39090.3
2692-th query  distance:=54004.3
2693-th query  distance:=24339.4
2694-th query  distance:=36627.6
2695-th query  distance:=32382.7
2696-th query  distance:=60814.7
2697-th query  distance:=54590.4
2698-th query  distance:=52659.6
2699-th query  distance:=47938.3
2700-th query  distance:=41900.8
2701-th query  distance:=25644.4
2702-th query  distance:=44003.6
2703-th query  distance:=24919.8
2704-th query  distance:=17578.9
2705-th query  distance:=23446.3
2706-th query  distance:=51573.5
2707-th query  distance:=10889.2
2708-th query  distance:=41847.1
2709-th query  distance:=33172.7
2710-th query  distance:=34444.2
2711-th query  distance:=66337.7
2712-th query  distance:=31169.2
2713-th query  distance:=3751.91
2714-th query  distance:=60778.9
2715-th query  distance:=55493.7
2716-th query  distance:=49103.1
2717-th query  distance:=42231.8
2718-th query  distance:=46448.2
2719-th query  distance:=48871.4
2720-th query  distance:=62059.8
2721-th query  distance:=59786.9
2722-th query  distance:=44822.1
2723-th query  distance:=39193.1
2724-th query  distance:=39538.1
2725-th query  distance:=34813.7
2726-th query  distance:=25491.4
2727-th query  distance:=37325.5
2728-th query  distance:=38035.4
2729-th query  distance:=25857.2
2730-th query  distance:=38726.5
2731-th query  distance:=76438.8
2732-th query  distance:=59576.2
2733-th query  distance:=52913.9
2734-th query  distance:=51285.1
2735-th query  distance:=55914.9
2736-th query  distance:=53737.3
2737-th query  distance:=11027.3
2738-th query  distance:=68974.9
2739-th query  distance:=54251.1
2740-th query  distance:=44993.4
2741-th query  distance:=48943.9
2742-th query  distance:=42516.2
2743-th query  distance:=19141.1
2744-th query  distance:=60335.6
2745-th query  distance:=60477.3
2746-th query  distance:=4820.31
2747-th query  distance:=64740.5
2748-th query  distance:=34119.6
2749-th query  distance:=49089.3
2750-th query  distance:=51923.2
2751-th query  distance:=46083.3
2752-th query  distance:=20979.9
2753-th query  distance:=13513.9
2754-th query  distance:=47907
2755-th query  distance:=37610.1
2756-th query  distance:=25219.2
2757-th query  distance:=51950.8
2758-th query  distance:=19884.6
2759-th query  distance:=10713.8
2760-th query  distance:=50865.2
2761-th query  distance:=25398.9
2762-th query  distance:=27668.5
2763-th query  distance:=18130.8
2764-th query  distance:=30062.2
2765-th query  distance:=55185.2
2766-th query  distance:=53643
2767-th query  distance:=42376.9
2768-th query  distance:=53451.2
2769-th query  distance:=63003.2
2770-th query  distance:=67872.6
2771-th query  distance:=32488.7
2772-th query  distance:=46809.4
2773-th query  distance:=6823.1
2774-th query  distance:=20806.1
2775-th query  distance:=25468
2776-th query  distance:=55146.1
2777-th query  distance:=62562.9
2778-th query  distance:=49050.3
2779-th query  distance:=55969.1
2780-th query  distance:=70112.9
2781-th query  distance:=51976.8
2782-th query  distance:=33587.4
2783-th query  distance:=42008.7
2784-th query  distance:=74291.7
2785-th query  distance:=56378.7
2786-th query  distance:=77514.5
2787-th query  distance:=63704.1
2788-th query  distance:=38278.3
2789-th query  distance:=31026
2790-th query  distance:=34838.7
2791-th query  distance:=42409.1
2792-th query  distance:=40560.1
2793-th query  distance:=6455.42
2794-th query  distance:=60918.1
2795-th query  distance:=48097
2796-th query  distance:=25769.3
2797-th query  distance:=36304.6
2798-th query  distance:=45566.8
2799-th query  distance:=45542.8
2800-th query  distance:=40705.6
2801-th query  distance:=33240.3
2802-th query  distance:=27605.8
2803-th query  distance:=49052.6
2804-th query  distance:=53433.4
2805-th query  distance:=25509.5
2806-th query  distance:=65541.2
2807-th query  distance:=60257.6
2808-th query  distance:=13614.2
2809-th query  distance:=17415.5
2810-th query  distance:=18357.7
2811-th query  distance:=48540.7
2812-th query  distance:=10355.8
2813-th query  distance:=58263.9
2814-th query  distance:=25618.6
2815-th query  distance:=50570.5
2816-th query  distance:=26329.3
2817-th query  distance:=56767.1
2818-th query  distance:=42409.3
2819-th query  distance:=45190.6
2820-th query  distance:=34997.3
2821-th query  distance:=60416.2
2822-th query  distance:=53295.3
2823-th query  distance:=37574.1
2824-th query  distance:=46441.1
2825-th query  distance:=14432.6
2826-th query  distance:=67003.9
2827-th query  distance:=38844.5
2828-th query  distance:=46186.9
2829-th query  distance:=37030.6
2830-th query  distance:=42308.4
2831-th query  distance:=38792.6
2832-th query  distance:=38805.6
2833-th query  distance:=52269.1
2834-th query  distance:=52171.7
2835-th query  distance:=55642.7
2836-th query  distance:=49969.3
2837-th query  distance:=37068.7
2838-th query  distance:=50163.3
2839-th query  distance:=14238.1
2840-th query  distance:=22995
2841-th query  distance:=17112.8
2842-th query  distance:=44952.3
2843-th query  distance:=40654.1
2844-th query  distance:=20740.5
2845-th query  distance:=46724.2
2846-th query  distance:=34119.2
2847-th query  distance:=42685.7
2848-th query  distance:=20882.8
2849-th query  distance:=52368.2
2850-th query  distance:=58768.8
2851-th query  distance:=36049
2852-th query  distance:=40416.7
2853-th query  distance:=40950.7
2854-th query  distance:=18652.9
2855-th query  distance:=44386.4
2856-th query  distance:=22789.3
2857-th query  distance:=71922.4
2858-th query  distance:=49297.8
2859-th query  distance:=38695.2
2860-th query  distance:=39633.5
2861-th query  distance:=39787.4
2862-th query  distance:=40936.6
2863-th query  distance:=35507.2
2864-th query  distance:=39545.9
2865-th query  distance:=27621.8
2866-th query  distance:=36575.8
2867-th query  distance:=15369.4
2868-th query  distance:=53165.7
2869-th query  distance:=25091.2
2870-th query  distance:=36712.4
2871-th query  distance:=32675.4
2872-th query  distance:=56357.8
2873-th query  distance:=50343.7
2874-th query  distance:=44290.7
2875-th query  distance:=5500.53
2876-th query  distance:=44467
2877-th query  distance:=76373.2
2878-th query  distance:=48636.8
2879-th query  distance:=58228
2880-th query  distance:=40412.8
2881-th query  distance:=7775.65
2882-th query  distance:=14886.5
2883-th query  distance:=34269.2
2884-th query  distance:=27314.3
2885-th query  distance:=39478
2886-th query  distance:=44899.9
2887-th query  distance:=42878.5
2888-th query  distance:=44358.1
2889-th query  distance:=14356.6
2890-th query  distance:=16429.8
2891-th query  distance:=30899.3
2892-th query  distance:=37070.2
2893-th query  distance:=37344.7
2894-th query  distance:=37606.2
2895-th query  distance:=61820.6
2896-th query  distance:=67575.6
2897-th query  distance:=34153.9
2898-th query  distance:=13357.1
2899-th query  distance:=35644.2
2900-th query  distance:=41445.6
2901-th query  distance:=36411.1
2902-th query  distance:=24264
2903-th query  distance:=14929.9
2904-th query  distance:=25976.1
2905-th query  distance:=39521.3
2906-th query  distance:=42621.6
2907-th query  distance:=52613.7
2908-th query  distance:=50969
2909-th query  distance:=51732.5
2910-th query  distance:=53256.7
2911-th query  distance:=29903.9
2912-th query  distance:=50001.6
2913-th query  distance:=46088.2
2914-th query  distance:=44923.2
2915-th query  distance:=9802.87
2916-th query  distance:=47161
2917-th query  distance:=31917.7
2918-th query  distance:=39609.2
2919-th query  distance:=54420.6
2920-th query  distance:=54455.8
2921-th query  distance:=62544.2
2922-th query  distance:=9774.75
2923-th query  distance:=50394.6
2924-th query  distance:=55715.5
2925-th query  distance:=16928.1
2926-th query  distance:=43757.3
2927-th query  distance:=38093
2928-th query  distance:=40879.2
2929-th query  distance:=55742.6
2930-th query  distance:=46355.7
2931-th query  distance:=75052.3
2932-th query  distance:=54551.3
2933-th query  distance:=38695.9
2934-th query  distance:=46639.8
2935-th query  distance:=53835.1
2936-th query  distance:=24260.1
2937-th query  distance:=11914.9
2938-th query  distance:=59206.7
2939-th query  distance:=33370.6
2940-th query  distance:=38067.4
2941-th query  distance:=15589.8
2942-th query  distance:=37243.3
2943-th query  distance:=60523.4
2944-th query  distance:=53848.7
2945-th query  distance:=22851.6
2946-th query  distance:=58800.6
2947-th query  distance:=42935.1
2948-th query  distance:=48300.7
2949-th query  distance:=49893.3
2950-th query  distance:=54698.2
2951-th query  distance:=30025.7
2952-th query  distance:=55053
2953-th query  distance:=22094.9
2954-th query  distance:=5283.64
2955-th query  distance:=8995.12
2956-th query  distance:=36767.6
2957-th query  distance:=66078.1
2958-th query  distance:=19980.5
2959-th query  distance:=49362.7
2960-th query  distance:=43134.7
2961-th query  distance:=49035.8
2962-th query  distance:=7341.19
2963-th query  distance:=19795.1
2964-th query  distance:=59346.6
2965-th query  distance:=51921.4
2966-th query  distance:=47515
2967-th query  distance:=43264.2
2968-th query  distance:=30385.8
2969-th query  distance:=19806.5
2970-th query  distance:=46025.6
2971-th query  distance:=14658.7
2972-th query  distance:=38027.2
2973-th query  distance:=9895.96
2974-th query  distance:=45036.4
2975-th query  distance:=61722.8
2976-th query  distance:=59259
2977-th query  distance:=24712.7
2978-th query  distance:=68751.8
2979-th query  distance:=32621.3
2980-th query  distance:=37520.2
2981-th query  distance:=41260.8
2982-th query  distance:=57935.3
2983-th query  distance:=46797.1
2984-th query  distance:=51088.8
2985-th query  distance:=48058.6
2986-th query  distance:=50850.4
2987-th query  distance:=24587.4
2988-th query  distance:=43333.4
2989-th query  distance:=40123.3
2990-th query  distance:=31519.5
2991-th query  distance:=39510.9
2992-th query  distance:=41155.9
2993-th query  distance:=43417.5
2994-th query  distance:=36754.4
2995-th query  distance:=28999.2
2996-th query  distance:=31337.1
2997-th query  distance:=30777
2998-th query  distance:=15028.2
2999-th query  distance:=52664.5
3000-th query  distance:=20833.6
3001-th query  distance:=44523.1
3002-th query  distance:=19656.6
3003-th query  distance:=63148.9
3004-th query  distance:=87130
3005-th query  distance:=36011.5
3006-th query  distance:=35687.2
3007-th query  distance:=18405.5
3008-th query  distance:=56070
3009-th query  distance:=30928.5
3010-th query  distance:=47320.2
3011-th query  distance:=70491.2
3012-th query  distance:=60482.4
3013-th query  distance:=44603.3
3014-th query  distance:=52900.6
3015-th query  distance:=7006.2
3016-th query  distance:=36997.9
3017-th query  distance:=18078
3018-th query  distance:=35482.9
3019-th query  distance:=5260.23
3020-th query  distance:=30903.5
3021-th query  distance:=24966.2
3022-th query  distance:=41013.2
3023-th query  distance:=76340.4
3024-th query  distance:=71995.3
3025-th query  distance:=40816.1
3026-th query  distance:=22345.2
3027-th query  distance:=65700.1
3028-th query  distance:=30975.7
3029-th query  distance:=49254.9
3030-th query  distance:=46739.3
3031-th query  distance:=16534.6
3032-th query  distance:=39762.1
3033-th query  distance:=56719.3
3034-th query  distance:=31711.2
3035-th query  distance:=13006.3
3036-th query  distance:=52288.8
3037-th query  distance:=33253.4
3038-th query  distance:=29169.6
